aaa	NG
aab	NG
aac	PG
aad	PG
aae	IT
aaf	IN
aag	PG
aah	PG
aai	PG
aak	PG
aal	CM, NG
aan	BR
aao	DZ
aap	BR
aaq	US
aar	DJ, ER, ET
aas	TZ
aat	GR
aau	PG
aaw	PG
aax	ID
aaz	ID
aba	CI
abb	CM
abc	PH
abd	PH
abe	CA
abf	MY
abg	PG
abh	AF, TJ
abi	CI
abj	IN
abk	GE
abl	ID
abm	NG
abn	NG
abo	NG
abp	PH
abq	RU
abr	CI, GH
abs	ID
abt	PG
abu	CI
abv	BH, SA
abw	PG
abx	PH
aby	PG
abz	ID
aca	CO
acb	NG
acd	GH
ace	ID
acf	DM, GD, LC, MQ
ach	SS, UG
aci	IN
ack	IN
acl	IN
acm	IQ, IR, SY
acn	CN, MM
acp	NG
acq	YE
acr	GT
acs	BR
act	NL
acu	EC, PE
acv	US
acw	SA
acx	OM
acy	CY
acz	SD
ada	GH
adb	TL
add	CM, NG
ade	GH, TG
adf	OM
adg	AU
adh	UG
adi	CN, IN
adj	CI
adl	IN
adn	ID
ado	PG
adq	GH, TG
adr	ID
ads	GH
adt	AU
adu	NG
adw	BR
adx	CN
ady	RU
adz	PG
aea	AU
aeb	TN
aec	EG
aed	AR
aee	AF
aek	NC
ael	CM
aem	LA, VN
aen	AM
aeq	PK
aer	AU
aes	US
aeu	CN
aew	PG
aey	PG
aez	PG
afb	IQ, KW, QA, SA
afd	PG
afe	NG
afg	AF
afi	PG
afk	PG
afn	NG
afo	NG
afp	PG
afr	BW, ZA
afs	MX
aft	SD
afu	GH
afz	ID
aga	PE
agb	NG
agc	NG
agd	PG
age	PG
agf	ID
agg	PG
agh	CD
agi	IN
agj	ET
agk	PH
agl	PG
agm	PG
agn	PH
ago	PG
agq	CM
agr	PE
ags	CM
agt	PH
agu	GT
agv	PH
agw	SB
agx	RU
agy	PH
agz	PH
aha	GH
ahb	VU
ahg	ET
ahh	ID
ahi	CI
ahk	CN, LA, MM, TH
ahl	TG
ahm	CI
ahn	NG
aho	IN
ahp	CI
ahr	IN
ahs	NG
aht	US
aia	SB
aib	CN
aic	PG
aid	AU
aie	PG
aif	PG
aig	AG, AI, KN, MF, MS
aih	CN
aii	IQ
aij	IL
aik	NG
ail	PG
aim	IN
ain	JP
aio	IN
aip	ID
aiq	AF
air	ID
ait	BR
aiw	ET
aix	PG
aiy	CF
aja	SS
ajg	BJ, TG
aji	NC
ajn	AU
ajs	DZ
aju	MA
ajw	NG
ajz	IN
aka	GH
akb	ID
akc	ID
akd	NG
ake	BR, GY, VE
akf	NG
akg	ID
akh	PG
aki	PG
akj	IN
akl	PH
akm	IN
ako	SR
akp	GH
akq	PG
akr	VU
aks	TG
akt	PG
aku	CM, NG
akv	RU
akw	CG
akx	IN
aky	IN
akz	US
ala	NG
alc	CL
ald	CI
ale	US
alf	NG
alh	AU
ali	PG
alj	PH
alk	LA
all	IN
alm	VU
aln	AL, ME, MK, RS
alo	ID
alp	ID
alq	CA
alr	RU
als	AL, GR
alt	RU
alu	SB
alw	ET
alx	PG
aly	AU
alz	CD, UG
ama	BR
amb	NG
amc	BR, PE
ame	PE
amf	ET
amg	AU
amh	ET
ami	TW
amj	TD
amk	ID
aml	BD, IN
amm	PG
amn	PG
amo	NG
amp	PG
amq	ID
amr	PE
ams	JP
amt	PG
amu	MX
amv	ID
amw	SY
amx	AU
amy	AU
amz	AU
ana	CO
anb	PE
anc	NG
and	ID
ane	NC
anf	GH
anh	PG
ani	RU
anj	PG
ank	NG
anl	MM
anm	IN
ann	NG
ano	CO
anp	IN
anq	IN
anr	IN
ans	CO
ant	AU
anu	ET, SS
anv	CM
anw	NG
anx	PG
any	CI, GH
anz	PG
aoa	ST
aob	PG
aoc	BR, GY, VE
aod	PG
aoe	PG
aof	PG
aog	PG
aoi	AU
aoj	PG
aok	NC
aol	ID
aom	PG
aon	PG
aor	VU
aos	ID
aot	BD, IN
aou	CN
aox	BR, GY
aoz	ID
apb	SB
apc	IL, JO, LB, PS, SY, TR
apd	SD, SS
ape	PG
apf	PH
apg	ID
aph	NP
api	BR
apj	US
apk	US
apl	US
apm	US
apn	BR
apo	PG
app	VU
apq	IN
apr	PG
aps	PG
apt	IN
apu	BR
apv	BR
apw	US
apx	ID
apy	BR
apz	PG
aqc	RU
aqd	ML
aqg	NG
aqk	NG
aqm	ID
aqn	PH
aqp	US
aqr	NC
aqt	PY
aqz	BR
arb	SA
ard	AU
are	AU
arg	ES
arh	CO
ari	US
arj	BR
ark	BR
arl	PE
arn	AR, CL
aro	BO
arp	US
arq	DZ
arr	BR
ars	IQ, JO, SA, SY
aru	BR
arv	ET
arw	GF, SR
arx	BR
ary	EH, MA
arz	EG
asa	TZ
asb	CA
asc	ID
ase	US
asf	AU
asg	NG
ash	PE
asi	ID
asj	CM
ask	AF
asl	ID
asm	IN
asn	BR
aso	PG
asp	DZ
asq	AT
asr	IN
ass	CM
ast	ES, PT
asu	BR
asv	CD
asw	AU
asx	PG
asy	ID
asz	ID
ata	PG
atb	CN, MM
atc	PE
atd	PH
ate	PG
atg	NG
ati	CI
atj	CA
atk	PH
atl	PH
atm	PH
atn	IR
ato	CM
atp	PH
atq	ID
atr	BR
ats	US
att	PH
atu	SS
atv	RU
atw	US
atx	BR, VE
aty	VU
atz	PH
aua	SB
aub	CN
auc	EC
aud	SB
aug	BJ, TG
auh	CD, ZM
aui	PG
auj	LY
auk	PG
aul	VU
aum	NG
aun	PG
auo	NG
aup	PG
auq	ID
aur	PG
aut	PF
auu	ID
auw	ID
aux	BR
auy	PG
auz	IR, UZ
ava	AZ, GE, RU
avb	PG
avd	IR
ave	IR
avi	CI
avl	EG, JO, PS
avm	AU
avn	GH
avo	BR
avs	PE
avt	PG
avu	CD, SS
avv	BR
awa	IN, NP
awb	PG
awc	NG
awe	BR
awg	AU
awh	ID
awi	PG
awk	AU
awm	PG
awn	ET
awo	NG
awr	ID
aws	ID
awt	BR
awu	ID
awv	ID
aww	PG
awx	PG
awy	ID
axb	AR
axe	AU
axg	BR
axk	CF, CG
axl	AU
axx	NC
aya	PG
ayb	BJ
ayc	PE
ayd	AU
aye	NG
ayg	TG
ayh	YE
ayi	NG
ayk	NG
ayl	EG, LY, NE
ayn	YE
ayo	BO, PY
ayp	IQ, SY, TR
ayq	PG
ayr	BO, CL, PE
ays	PH
ayt	PH
ayu	NG
ayz	ID
aza	CN
azb	IQ, IR, TR
azd	MX
azg	MX
azj	AM, AZ, GE
azm	MX
azn	MX
azo	CM
azt	PH
azz	MX
baa	SB
bab	GW
bac	ID
bae	VE
baf	CM
bag	CM
bah	BS
baj	ID
bak	RU
bam	CI, ML
ban	ID
bao	BR, CO
bap	IN, NP
bar	AT
bas	CM
bau	NG
bav	CM
baw	CM
bax	CM
bay	ID
bba	BJ, NG
bbb	PG
bbc	ID
bbd	PG
bbe	CD
bbf	PG
bbg	GA
bbh	CN
bbi	CM
bbj	CM
bbk	CM
bbl	GE
bbm	CD
bbn	PG
bbo	BF, ML
bbp	CF
bbq	CM
bbr	PG
bbs	NG
bbt	NG
bbu	NG
bbv	PG
bbw	CM
bbx	CM
bby	CM
bca	CN
bcb	SN
bcc	IR, PK
bcd	ID
bce	CM
bcf	PG
bcg	GN
bch	PG
bci	CI
bcj	AU
bck	AU
bcl	PH
bcm	PG
bcn	NG
bco	PG
bcp	CD
bcq	ET
bcr	CA
bcs	NG
bct	CD
bcu	PG
bcv	NG
bcw	CM
bcy	NG
bcz	SN
bda	GW, SN
bdb	ID
bdc	CO
bdd	PG
bde	NG
bdf	PG
bdg	MY
bdh	CD, SS
bdi	SD
bdj	SS
bdk	AZ
bdl	ID
bdm	CM, NG, TD
bdn	CM
bdo	TD
bdp	TZ
bdq	VN
bdr	MY
bds	TZ
bdt	CF
bdu	CM
bdv	IN
bdw	ID
bdx	ID
bdy	AU
bdz	PK
bea	CA
beb	CM
bec	CM, NG
bed	ID
bee	IN, NP
bef	PG
beg	BN
beh	BF, BJ, TG
bei	ID
bej	EG, ER, SD
bek	PG
bel	BY
bem	CD, ZM
ben	BD, IN
beo	PG
bep	ID
beq	CG
bes	TD
bet	CI
beu	ID
bev	CI
bew	ID
bex	SS
bey	PG
bez	TZ
bfa	SS
bfb	IN
bfc	CN
bfd	CM
bfe	ID
bff	CF
bfg	ID
bfh	PG
bfi	GB
bfj	CM
bfk	TH
bfl	CF
bfm	CM
bfn	ID, TL
bfo	BF
bfp	CM
bfq	IN
bfr	IN
bfs	CN
bft	IN, PK
bfu	IN
bfw	IN
bfx	PH
bfy	IN
bfz	IN
bga	NG
bgb	ID
bgc	IN
bgd	IN
bge	IN
bgf	CM
bgg	IN
bgi	PH
bgj	CM
bgk	CN, LA
bgl	LA
bgn	AF, IR, PK
bgo	GN
bgp	PK
bgq	IN
bgr	BD, IN, MM
bgs	PH
bgt	SB
bgu	CM, NG
bgv	ID
bgw	IN
bgx	TR
bgy	ID
bgz	ID
bha	IN
bhb	IN
bhc	ID
bhd	IN
bhe	PK
bhf	PG
bhg	PG
bhh	IL
bhi	IN
bhj	NP
bhl	PG
bhm	OM
bhn	GE
bho	IN, NP
bhp	ID
bhq	ID
bhr	MG
bhs	CM
bht	IN
bhu	IN
bhv	ID
bhw	ID
bhx	IN
bhy	CD
bhz	ID
bia	AU
bib	BF, GH, TG
bid	TD
bie	PG
bif	GW
big	PG
bil	NG
bim	GH
bin	NG
bio	PG
bip	CD
biq	PG
bir	PG
bis	VU
bit	PG
biu	IN
biv	CI, GH
biw	CM
bix	IN
biy	IN
biz	CD
bja	CD
bjb	AU
bjc	PG
bje	CN
bjf	IL
bjg	GW
bjh	PG
bji	ET
bjj	IN
bjk	PG
bjl	PG
bjm	IQ
bjn	ID
bjo	CD, CF
bjp	PG
bjr	PG
bjs	BB
bjt	SN
bju	CM
bjv	TD
bjw	CI
bjx	PH
bjy	AU
bjz	PG
bka	NG
bkc	CM, GA
bkd	PH
bkf	CD
bkg	CD, CF
bkh	CM
bki	VU
bkj	CF
bkk	IN, PK
bkl	ID
bkm	CM
bkn	ID, MY
bko	CM
bkp	CD
bkq	BR
bkr	ID
bks	PH
bkt	CD
bku	PH
bkv	NG
bkw	CG, CM, GA
bkx	TL
bky	CM, NG
bkz	ID
bla	CA, US
blb	SB
blc	CA
bld	ID
ble	GW
blf	ID
blh	LR
bli	CD
blj	ID
blk	MM, TH
bll	US
blm	SS
bln	PH
blo	BJ, TG
blp	SB
blq	PG
blr	CN, MM, TH
bls	ID
blt	CN, LA, VN
blv	AO
blw	PH
blx	PH
bly	BJ
blz	ID
bma	NG
bmb	CD, TZ
bmc	PG
bmd	GN
bme	CF
bmf	SL
bmg	CD
bmh	PG
bmi	TD
bmj	NP
bmk	PG
bml	CD
bmm	MG
bmn	PG
bmo	CM
bmp	PG
bmq	BF, ML
bmr	CO
bms	NE
bmt	CN
bmu	PG
bmv	CM
bmw	CG, CM
bmx	PG
bmz	PG
bna	ID
bnb	MY
bnd	ID
bne	ID
bnf	ID
bng	GA, GQ
bni	CD, CG
bnj	PH
bnk	VU
bnl	SO
bnm	CM, GQ
bnn	TW
bno	PH
bnp	PG
bnq	ID
bnr	VU
bns	IN
bnu	ID
bnv	ID
bnw	PG
bnx	CD
bny	MY
bnz	CM
boa	CO, PE
bob	KE
bod	CN, IN
boe	CM
bof	BF, ML
bog	ML
boh	CD
boi	US
boj	PG
bok	CG
bol	NG
bom	NG
bon	PG
boo	ML
bop	PG
boq	PG
bor	BR
bos	BA, ME
bot	SS
bou	TZ
bov	GH
bow	PG
box	BF
boy	CF
boz	ML
bpa	VU
bpc	CM
bpd	CF
bpe	PG
bpg	ID
bph	RU
bpi	PG
bpj	CD
bpk	NC
bpl	AU
bpm	PG
bpn	CN
bpo	ID
bpp	ID
bpq	ID
bpr	PH
bps	PH
bpt	AU
bpu	PG
bpv	ID
bpw	PG
bpx	IN
bpy	BD, IN
bpz	ID
bqa	BJ
bqb	ID
bqc	BJ, NG
bqd	CM
bqf	GN
bqg	TG
bqh	CN
bqi	IR
bqj	SN
bqk	CF
bql	PG
bqm	CM
bqn	BG
bqo	CM
bqp	NG
bqq	ID
bqr	ID
bqs	PG
bqt	CM
bqu	CD
bqv	NG
bqw	NG
bqx	NG
bqy	ID
bqz	CM
bra	IN
brb	KH, LA, VN
brc	GY
brd	NP
bre	FR
brf	CD
brg	BO
brh	AF, PK
bri	CM
brj	VU
brk	SD
brl	BW, ZW
brm	CD
brn	CR
bro	BT
brp	ID
brq	PG
brr	SB
brs	ID
brt	CM, NG
bru	LA, VN
brv	LA, TH
brw	IN
brx	IN
bry	PG
brz	PG
bsa	ID
bsb	BN, MY
bsc	GN, SN
bse	CM
bsf	NG
bsg	IR
bsh	AF, PK
bsi	CM
bsj	NG
bsk	IN, PK
bsl	NG
bsm	ID
bsn	CO
bso	TD
bsp	GN
bsq	LR
bsr	NG
bss	CM
bst	ET
bsu	ID
bsv	GN
bsw	ET
bsx	NG
bsy	MY
bta	CM, NG
btc	CM
btd	ID
bte	NG
btf	TD
btg	CI
bth	ID, MY
bti	ID
btj	ID
btm	ID
btn	PH
bto	PH
btp	PG
btq	MY
btr	VU
bts	ID
btt	NG
btu	NG
btv	PK
btw	PH
btx	ID
bty	ID
btz	ID
bub	TD
buc	YT
bud	GH, TG
bue	CA
buf	CD
bug	ID
buh	CN
bui	CG
buj	NG
buk	PG
bul	BG, GR, RS, TR
bum	CM
bun	SL
buo	PG
bup	ID
buq	PG
bus	NG
but	PG
buu	CD
buv	PG
buw	GA
bux	NG
buy	SL
buz	NG
bva	TD
bvb	GQ
bvc	SB
bvd	SB
bve	ID
bvf	TD
bvg	CM
bvh	NG
bvi	SS
bvj	NG
bvk	ID
bvl	BO
bvm	CM
bvn	PG
bvo	TD
bvp	CN
bvq	CF
bvr	AU
bvt	ID
bvu	ID
bvv	VE
bvw	NG
bvx	CG
bvy	PH
bvz	ID
bwa	NC
bwb	FJ
bwc	CD, ZM
bwd	PG
bwe	MM
bwf	PG
bwg	MZ, ZW
bwh	CM
bwi	VE
bwj	BF
bwk	PG
bwl	CD
bwm	PG
bwn	CN
bwo	ET
bwp	ID
bwq	BF
bwr	NG
bws	CD
bwt	CM
bwu	GH
bww	CD
bwx	CN
bwy	BF
bwz	CG, GA
bxa	SB
bxb	SS
bxc	GQ
bxd	CN
bxe	ET
bxf	PG
bxg	CD
bxh	PG
bxi	AU
bxj	AU
bxk	KE, UG
bxl	BF
bxm	MN
bxn	AU
bxo	NG
bxp	CM
bxq	NG
bxr	RU
bxs	CM
bxu	CN
bxv	TD
bxw	ML
bxz	PG
bya	PH
byb	CM
byc	NG
byd	ID
bye	PG
byf	NG
byg	SD
byh	NP
byi	CD
byj	NG
byk	CN
byl	ID
bym	AU
byn	ER
byo	CN
byp	NG
byq	TW
byr	PG
bys	NG
byt	SD
byv	CM
byw	NP
byx	PG
byz	PG
bza	LR
bzb	ID
bzc	MG
bzd	CR
bze	ML
bzf	PG
bzg	TW
bzh	PG
bzi	TH
bzj	BZ
bzk	NI
bzl	ID
bzm	CD
bzn	ID
bzo	CD
bzp	ID
bzq	ID
bzr	AU
bzs	BR
bzu	ID
bzv	CM
bzw	NG
bzx	ML
bzy	NG
bzz	CM, NG
caa	GT, HN
cab	BZ, GT, HN
cac	GT, MX
cad	US
cae	SN
caf	CA
cag	PY
cah	PE
caj	AR, BO
cak	GT
cal	MP
cam	NC
can	PG
cao	BO
cap	BO
caq	IN
car	GY, VE
cas	BO
cat	AD, ES, FR
cav	BO
caw	BO
cax	BO, BR
cay	CA, US
caz	BO
cbb	CO
cbc	BR, CO
cbd	CO
cbg	CO
cbi	EC
cbj	BJ
cbk	PH
cbl	MM
cbn	TH
cbo	NG
cbq	NG
cbr	PE
cbs	BR, PE
cbt	PE
cbu	PE
cbv	CO
cbw	PH
cby	CO
ccc	PE
ccd	BR
cce	MZ
ccg	NG
cch	NG
ccj	GW
ccl	TZ
ccm	MY
cco	MX
ccp	BD, IN, MM
ccr	SV
cda	CN
cde	IN
cdf	IN
cdh	IN
cdi	IN
cdj	IN
cdm	NP
cdn	IN
cdo	CN
cdr	NG
cds	TD
cdy	CN
cdz	BD, IN
cea	US
ceb	PH
ceg	PY
cek	MM
cen	NG
ces	CZ
cet	NG
cey	MM
cfa	NG
cfd	NG
cfg	NG
cfm	MM
cga	PG
cgc	PH
cgg	UG
cgk	BT
cha	GU, MP
chb	CO
chc	US
chd	MX
che	RU
chf	MX
chg	TM
chh	US
chj	MX
chk	FM
chl	US
chn	CA, US
cho	US
chp	CA
chq	MX
chr	US
cht	PE
chu	RU
chv	RU
chw	MZ
chx	NP
chy	US
chz	MX
cia	ID
cib	BJ
cic	US
cid	US
cie	NG
cih	IN
cik	IN
cim	IT
cin	BR
cip	MX
cir	NC
ciw	US
ciy	VE
cja	KH, VN
cje	VN
cjh	US
cji	RU
cjk	AO, CD
cjm	VN
cjn	PG
cjo	PE
cjp	CR
cjs	RU
cjv	PG
cjy	CN
ckb	IQ, IR
ckh	BD, MM
ckl	NG
ckm	AT, HR, HU, SK
ckn	MM
cko	BJ, GH, TG
ckq	TD
ckr	PG
cks	NC
ckt	RU
cku	US
ckv	TW
ckx	CM
cky	NG
ckz	GT
cla	NG
clc	CA
cld	IQ
cle	MX
clh	PK
cli	GH
clj	MM
clk	CN, IN
cll	GH
clm	CA, US
clo	MX
clt	MM
clu	PH
clw	RU
cly	MX
cma	VN
cme	BF, CI
cmi	CO
cml	ID
cmm	US
cmn	CN
cmo	KH, VN
cmr	MM
cmt	ZA
cna	IN
cnb	MM
cnc	VN
cng	CN
cnh	IN, MM
cni	PE
cnk	BD, IN, MM
cnl	MX
cno	LA
cnp	CN
cnq	CM
cnr	ME
cns	ID
cnt	MX
cnu	DZ
cnw	MM
coa	CC
cob	GT, MX
coc	MX, US
cod	PE
coe	CO
cof	EC
cog	TH
coh	KE
coj	MX
cok	MX
col	US
com	US
con	CO, EC
coo	CA
cop	EG
coq	US
cor	GB
cos	FR, IT
cot	PE
cou	GN, SN
cov	CN
cow	US
cox	PE
coz	MX
cpa	MX
cpb	BR, PE
cpc	PE
cpg	GR
cpi	NR
cpn	GH
cpo	BF
cps	PH
cpu	PE
cpx	CN
cpy	PE
cqd	CN
cra	ET
crb	DM, GD, GP, LC, VC
crc	VU
crd	US
crf	CO
crg	US
crh	UA
cri	ST
crj	CA
crk	CA
crl	CA
crm	CA
crn	MX
cro	US
crq	AR, PY
crr	US
crs	IO, SC
crt	AR
crv	IN
crw	VN
crx	CA
cry	NG
crz	US
csa	MX
csb	PL
csc	ES
csd	TH
cse	CZ
csf	CU
csg	CL
csh	MM
csi	US
csj	MM
csk	SN
csl	CN
csm	US
csn	CO
cso	MX
csp	CN
csq	HR
csr	CR
css	US
cst	US
csv	MM
csw	CA
csx	KH
csy	MM
csz	US
cta	MX
ctc	US
ctd	IN, MM
cte	MX
ctg	BD
cth	MM
ctl	MX
ctm	US
ctn	NP
cto	CO, PA
ctp	MX
cts	PH
ctt	IN
ctu	MX
cty	IN
ctz	MX
cua	VN
cub	BR, CO
cuc	MX
cuh	KE
cui	CO, VE
cuj	PE
cuk	PA
cul	BR, PE
cuo	VE
cup	US
cuq	CN
cur	NP
cut	MX
cuu	CN
cuv	CM
cuw	NP
cux	MX
cuy	MX
cvg	IN
cvn	MX
cwa	TZ
cwb	MZ
cwd	CA
cwe	TZ
cwg	MY
cwt	SN
cxh	NG
cya	MX
cyb	BO
cym	GB
cyo	PH
czh	CN
czk	CZ, PL
czn	MX
czo	CN
czt	MM
daa	TD
dac	PG
dad	PG
dae	CM
dag	GH
dah	PG
dai	TD
daj	SD
dak	US
dal	KE
dam	NG
dan	DE, DK
dao	MM
daq	IN
dar	RU
das	CI
dau	SD, TD
dav	KE
daw	PH
dax	AU
daz	ID
dba	ML
dbb	NG
dbd	NG
dbe	ID
dbf	ID
dbg	ML
dbi	NG
dbj	MY
dbl	AU
dbm	NG
dbn	ID
dbo	NG
dbp	NG
dbq	CM, NG
dbr	SO
dbt	ML
dbu	ML
dbv	NG
dbw	ML
dby	PG
dcc	IN
dcr	VI
dda	AU
ddd	SS
dde	CG
ddg	TL
ddi	PG
ddj	AU
ddn	BJ, NE, NG
ddo	GE, RU
ddr	AU
dds	ML
ddw	ID
dec	SD
ded	PG
dee	LR
def	IR
deg	NG
deh	PK
dei	ID
dek	CM
dem	ID
dep	US
deq	CF
der	IN
des	BR, CO
deu	AT, BE, CZ, DE, DK
dev	PG
dez	CD
dga	GH
dgb	ML
dgc	PH
dgd	BF
dge	PG
dgg	PG
dgh	NG
dgi	BF
dgk	CF
dgl	SD
dgn	AU
dgo	IN
dgr	CA
dgs	BF
dgt	AU
dgw	AU
dgx	PG
dgz	PG
dhd	IN
dhg	AU
dhi	NP
dhl	AU
dhm	AO, NA
dhn	IN
dho	IN
dhr	AU
dhs	TZ
dhu	AU
dhv	NC
dhw	NP
dhx	AU
dia	PG
dib	SS
dic	CI
did	SS
dif	AU
dig	KE, TZ
dih	MX, US
dii	CM
dij	ID
dik	SS
dil	SD
dim	ET
dio	NG
dip	SS
diq	TR
dir	NG
dis	IN
diu	AO, BW, NA
div	IN, MV
diw	SS
dix	VU
diy	ID
diz	CD
dja	AU
djb	AU
djc	TD
djd	AU
dje	BF, ML, NE, NG
djf	AU
dji	AU
djj	AU
djk	GF, SR
djm	BF, ML
djn	AU
djo	ID
djr	AU
dju	PG
djw	AU
dka	BT
dkg	NG
dkk	ID
dkr	MY
dks	SS
dkx	CM
dlg	RU
dlk	ER
dlm	HR, ME
dln	IN
dma	GA
dmb	ML
dmc	PG
dmd	AU
dme	CM
dmg	MY
dmk	PK
dml	PK
dmm	CM
dmo	CM
dmr	ID
dms	ID
dmu	ID
dmv	MY
dmw	AU
dmx	MZ
dmy	ID
dna	ID
dnd	PG
dne	TZ
dng	KG, KZ
dni	ID
dnj	CI, GN, LR
dnk	ID
dnn	BF
dno	CD, UG
dnr	PG
dnt	ID
dnu	MM
dnv	MM
dnw	ID
dny	BR
doa	PG
dob	PG
doc	CN
doe	TZ
dof	PG
doh	NG
dok	ID
dol	PG
don	PG
doo	CD
dop	BJ, TG
doq	DO
dor	SB
dos	BF
dot	NG
dov	ZW
dow	CM
dox	ET
doy	GH
doz	ET
dpp	MY
drb	SD
drc	PT
drd	IN
dre	NP
drg	MY
dri	NG
drl	AU
drn	ID
dro	MY
drq	NP
drs	ET
drt	NL
dru	TW
dry	NP
dsb	DE
dse	NL
dsh	ET, KE
dsi	TD
dsk	NG
dsl	DK
dsn	ID
dso	IN
dsq	ML
dsz	TR
dta	CN
dtb	MY
dtd	CA
dth	AU
dti	ML
dtk	ML
dtm	BF, ML
dtn	ET
dto	ML
dtp	MY
dtr	MY
dts	ML
dtt	ML
dtu	ML
dty	NP
dua	CM
dub	IN
duc	PG
due	PH
duf	NC
dug	KE
duh	IN
dui	PG
duk	PG
dul	PH
dun	ID
duo	PH
dup	ID, MY
duq	ID
dur	CM
dus	NP
duu	CN, MM
duv	ID
duw	ID
dux	ML
duy	PH
duz	CM
dva	PG
dwa	NG
dwk	IN
dwr	ET
dwu	AU
dww	PG
dwy	AU
dwz	NP
dya	BF
dyb	AU
dyd	AU
dyg	PH
dyi	CI
dym	ML
dyn	AU
dyo	GM, SN
dyr	NG
dyu	BF, CI
dyy	AU
dza	NG
dzd	NG
dze	AU
dzg	NE, TD
dzl	BT
dzn	CD
dzo	BT, IN
eaa	AU
ebc	ID
ebg	NG
ebk	PH
ebo	CD, CG
ebr	CI
ebu	KE
ecs	EC
eee	CN
efa	CM, NG
efe	CD
efi	NG
ega	CI
egl	IT
egm	TZ
ego	NG
ehs	JP
ehu	NG
eip	ID
eit	PG
eiv	PG
eja	GW, SN
eka	NG
eke	NG
ekg	ID
eki	NG
ekk	EE
ekl	BD
ekm	CM
eko	MZ
ekp	NG
ekr	NG
eky	MM, TH
ele	PG
elh	SD
eli	SD
elk	PG
ell	AL, GR
elm	NG
elo	KE
elu	PG
ema	NG
emb	ID
eme	GF
emg	NP
emi	PG
emk	GN, ML, SL
emm	MX
emn	CM
emp	CO, PA
emq	CN
ems	US
emu	IN
emw	ID
emx	FR
emz	CM
ena	PG
enb	KE
enc	VN
end	ID
enf	RU
eng	GB, IE
enh	RU
enl	PY
enn	NG
eno	ID
enq	PG
enr	ID
enu	CN
env	NG
enw	NG
enx	PY
eot	CI
epi	NG
era	IN
erg	VU
erh	NG
eri	PG
erk	VU
ero	CN
err	AU
ers	CN
ert	ID
erw	ID
ese	BO, PE
esg	IN
esh	IR
esi	US
esk	US
esl	EG
esm	CI
esn	SV
eso	EE
esq	US
ess	RU, US
esu	US
esy	PH
etb	NG
etc	US
eth	ET
etn	VU
eto	CM
etr	PG
ets	NG
etu	CM, NG
etx	NG
etz	ID
eud	MX
eus	ES, FR
eve	RU
evh	NG
evn	CN
ewe	GH, TG
ewo	CM
ext	ES
eya	US
eyo	KE
eza	NG
eze	NG
faa	PG
fab	GQ
fad	PG
faf	SB
fag	PG
fah	NG
fai	PG
faj	PG
fak	CM
fal	CM
fam	NG
fan	CM, GA, GQ
fao	FO
fap	SN
far	SB
fau	ID
fax	ES
fay	IR
fbl	PH
fcs	CA
fer	SS
ffi	PG
ffm	ML
fgr	TD
fia	SD
fie	NG
fif	SA
fij	FJ
fil	PH
fin	FI, RU
fip	TZ
fir	NG
fit	FI, SE
fiw	PG
fkk	NG
fkv	NO
fla	US
flh	ID
fli	NG
